t,a,b
1579598624250,"[[8657.64,0.097128],[8657.7,1],[8657.71,0.126085],[8658.2,0.14385],[8658.21,1],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887]]","[[8656.14,0.146671],[8656.13,0.01155],[8656.05,0.156913],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.77,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598624350,"[[8657.64,0.097128],[8657.71,0.126085],[8658.2,0.14385],[8658.21,1],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.93,1.25]]","[[8656.14,0.146671],[8656.13,0.01155],[8656.05,0.156913],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598624447,"[[8657.64,0.097128],[8657.71,1.126085],[8658.21,1],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.93,1.25],[8661,0.348305]]","[[8656.14,0.146671],[8656.13,0.01155],[8656.05,0.156913],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598624552,"[[8657.64,0.097128],[8657.71,1.126085],[8658.21,1],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.93,1.25],[8661.01,0.039919]]","[[8656.14,0.146671],[8656.13,0.01155],[8656.05,0.156913],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598624648,"[[8657.64,0.097128],[8657.71,1.126085],[8658.21,1],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.93,1.25],[8661.01,0.039919]]","[[8656.14,0.146671],[8656.13,0.01155],[8656.05,0.156913],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598624751,"[[8657.64,0.097128],[8657.71,1.126085],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.93,1.25]]","[[8656.14,0.146671],[8656.13,0.01155],[8656.05,0.156913],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598624851,"[[8657.64,0.093152],[8657.71,1.126085],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.92,0.130747]]","[[8656.19,0.154963],[8656.13,0.01155],[8656.05,0.156913],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598624952,"[[8657.64,0.093152],[8657.71,1.126085],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.92,0.130747]]","[[8656.19,0.154963],[8656.13,0.01155],[8656.05,0.156913],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598625049,"[[8657.64,0.093152],[8657.71,1.126085],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.92,0.130747]]","[[8656.19,0.154963],[8656.13,0.01155],[8656.05,0.156913],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598625150,"[[8657.64,0.093152],[8657.71,1.126085],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.92,0.130747]]","[[8656.19,0.154963],[8656.13,0.01155],[8656.05,0.156913],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598625250,"[[8657.64,0.093152],[8657.71,1.126085],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.92,0.130747]]","[[8656.19,0.154963],[8656.13,0.01155],[8656.05,0.156913],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598625349,"[[8657.63,2.792597],[8657.71,0.126085],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.92,0.130747]]","[[8656.19,0.154963],[8656.13,0.01155],[8656.05,0.156913],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598625450,"[[8657.62,0.105658],[8657.63,2.792597],[8657.71,0.126085],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887]]","[[8656.19,0.154963],[8656.13,0.01155],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619],[8653.04,0.125568]]"
1579598625550,"[[8657.62,0.105658],[8657.63,2.792597],[8657.71,0.126085],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887]]","[[8656.19,0.154963],[8656.13,0.01155],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619],[8653.04,0.125568]]"
1579598625651,"[[8657.62,0.105658],[8657.71,0.126085],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.91,0.522201]]","[[8656.19,0.154963],[8656.13,0.01155],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619],[8653.04,0.125568]]"
1579598625749,"[[8657.62,0.105658],[8657.7,1],[8657.71,0.126085],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887]]","[[8656.19,0.154963],[8656.13,0.01155],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619],[8653.04,0.125568]]"
1579598625851,"[[8657.62,0.105658],[8657.71,0.126085],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.91,0.522201]]","[[8656.19,0.154963],[8656.14,0.139882],[8656.13,0.01155],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598625951,"[[8657.62,0.105658],[8657.71,0.126085],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.91,0.522201]]","[[8656.19,0.154963],[8656.14,0.139882],[8656.13,0.01155],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.79,0.5],[8653.71,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598626051,"[[8657.62,0.105658],[8657.71,0.126085],[8658.2,1],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887]]","[[8656.19,0.154963],[8656.14,0.139882],[8656.13,0.01155],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5],[8653.79,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598626147,"[[8657.62,0.105658],[8657.71,0.126085],[8658.2,1],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.65,0.191211]]","[[8656.19,0.154963],[8656.14,0.139882],[8656.13,0.01155],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5],[8653.79,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598626252,"[[8657.62,0.105658],[8657.71,0.126085],[8658.2,1],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.65,0.191211]]","[[8656.19,0.154963],[8656.13,0.01155],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5],[8653.79,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619],[8653.04,0.125568]]"
1579598626348,"[[8657.62,0.105658],[8657.71,0.126085],[8658.21,0.14385],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.97,1],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.65,0.191211]]","[[8656.2,0.136088],[8656.19,0.154963],[8656.13,0.01155],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5],[8653.79,0.5],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098],[8653.09,0.04619]]"
1579598626450,"[[8657.62,0.105658],[8657.71,0.126085],[8658.22,0.5],[8658.53,0.136088],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.76,1],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887]]","[[8656.22,0.155078],[8656.2,0.136088],[8656.13,0.01155],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654.13,0.5],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5],[8653.79,0.5],[8653.75,1.25],[8653.22,4],[8653.18,0.120005]]"
1579598626548,"[[8657.62,0.105658],[8657.71,0.126085],[8658.22,0.5],[8658.53,0.136088],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.76,1],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887]]","[[8656.22,0.155078],[8656.2,0.136088],[8656.13,0.01155],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654.13,0.5],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5],[8653.79,0.5],[8653.75,1.25],[8653.22,4],[8653.18,0.120005]]"
1579598626650,"[[8657.62,0.105658],[8658.22,0.5],[8658.53,0.136088],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.76,1],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.92,0.130747]]","[[8656.22,0.155078],[8656.2,0.136088],[8656.13,0.01155],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654.13,0.5],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5],[8653.75,1.25],[8653.22,4],[8653.18,0.120005],[8653.12,3.937098]]"
1579598626748,"[[8658.19,0.105658],[8658.21,0.136088],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.65,1],[8660.66,0.057887],[8660.92,0.130747]]","[[8656.23,0.011549],[8656.22,0.155078],[8656.2,0.136088],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654.13,0.5],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5],[8653.75,1.25],[8653.23,0.288773],[8653.22,4],[8653.18,0.120005]]"
1579598626851,"[[8658.19,0.105658],[8658.22,0.5],[8658.53,1.136088],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.92,0.130747],[8661.01,0.039919]]","[[8656.23,0.011549],[8656.22,0.155078],[8656.2,0.136088],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654.13,0.5],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5],[8653.75,1.25],[8653.24,0.129085],[8653.23,0.288773],[8653.22,4]]"
1579598626949,"[[8657.67,0.159371],[8658.19,0.097563],[8658.22,0.5],[8658.53,1.136088],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.25,0.129807],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887]]","[[8656.23,0.011549],[8656.22,0.155078],[8656.2,0.136088],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654.13,0.5],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5],[8653.75,1.25],[8653.24,0.129085],[8653.23,0.288773],[8653.22,4]]"
1579598627048,"[[8658.16,0.102219],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.25,0.129807],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.97,1],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.65,1],[8660.66,0.057887]]","[[8656.36,0.288776],[8656.24,4],[8656.2,0.136088],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654.13,0.5],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5],[8653.75,1.25],[8653.24,0.129085],[8653.23,0.288773],[8653.22,4]]"
1579598627150,"[[8658.16,0.102219],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.25,0.129807],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.65,1],[8660.66,0.057887],[8660.92,0.130747]]","[[8656.45,0.158941],[8656.44,0.011549],[8656.43,0.288774],[8656.33,2],[8656.24,4],[8656.2,0.136088],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654.13,0.5],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5],[8653.75,1.25]]"
1579598627250,"[[8658.16,0.102219],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.25,0.129807],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.97,1],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.92,0.130747]]","[[8656.51,0.153963],[8656.49,0.288773],[8656.46,0.131943],[8656.43,0.288774],[8656.33,2],[8656.24,4],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654.13,0.5],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5],[8653.75,1.25]]"
1579598627350,"[[8658.16,0.102219],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.25,0.129807],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.97,1],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.66,0.057887],[8660.92,0.130747]]","[[8656.51,0.153963],[8656.49,0.288773],[8656.46,0.131943],[8656.43,0.288774],[8656.33,2],[8656.24,4],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.27,4],[8654.21,0.04],[8654.13,0.5],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5],[8653.75,1.25]]"
1579598627447,"[[8658.16,0.102219],[8658.22,0.5],[8658.54,0.039719],[8658.65,0.132303],[8658.66,0.5],[8659.25,0.129807],[8659.26,0.348305],[8659.27,0.006449],[8659.28,0.24214],[8659.29,0.132655],[8659.37,0.3],[8659.77,0.121481],[8659.78,0.288791],[8659.81,0.00127],[8659.98,0.6],[8659.99,0.2],[8660,0.330658],[8660.64,1],[8660.66,0.057887],[8660.92,0.130747]]","[[8656.57,0.153001],[8656.55,0.288772],[8656.49,0.288773],[8656.46,0.131943],[8656.33,2],[8656.24,4],[8656.04,2],[8655.02,1],[8655.01,0.132368],[8655,0.691511],[8654.98,4],[8654.36,0.04617],[8654.27,4],[8654.21,0.04],[8654.13,0.5],[8654,0.231032],[8653.99,4],[8653.98,0.009244],[8653.97,4],[8653.85,0.5]]"
